"No.","Time","Source","Destination","Protocol","Length","Info"
"1326","6.423350339","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1379272 Ack=8164 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1327","6.423367819","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1379071 Win=2672384 Len=0"
"1328","6.423378446","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1385112 Win=2684032 Len=0"
"1329","6.423677358","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1330","6.423689556","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1395685 Win=2705152 Len=0"
"1331","6.423708332","128.135.24.73","206.123.170.175","TLSv1.2","6363","Application Data"
"1332","6.423718271","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1401994 Win=2717824 Len=0"
"1333","6.424399265","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1334","6.424425834","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1418407 Win=2750592 Len=0"
"1335","6.424717092","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1336","6.424738572","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1434820 Win=2783488 Len=0"
"1337","6.424747049","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1338","6.425322968","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1339","6.425356326","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1451434 Win=2816256 Len=0"
"1340","6.426004231","128.135.24.73","206.123.170.175","TCP","14654","443  >  41816 [ACK] Seq=1451434 Ack=8164 Win=64128 Len=14600 [TCP segment of a reassembled PDU]"
"1341","6.426023221","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1466034 Win=2845440 Len=0"
"1342","6.426369671","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1343","6.426369729","128.135.24.73","206.123.170.175","TLSv1.2","839","Application Data, Application Data"
"1344","6.426385374","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1467847 Win=2845440 Len=0"
"1345","6.426942814","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1346","6.426960533","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1485045 Win=2878336 Len=0"
"1347","6.427349448","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1348","6.427357785","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1501458 Win=2911104 Len=0"
"1349","6.427713843","128.135.24.73","206.123.170.175","TLSv1.2","255","Application Data"
"1350","6.428056076","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1351","6.428073794","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1518072 Win=2944000 Len=0"
"1352","6.428615640","128.135.24.73","206.123.170.175","TLSv1.2","16365","Application Data"
"1353","6.428631105","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8164 Ack=1534383 Win=2976512 Len=0"
"1354","6.429511915","206.123.170.175","128.135.24.73","TLSv1.2","162","Application Data"
"1355","6.429623585","206.123.170.175","128.135.24.73","TLSv1.2","158","Application Data"
"1357","6.433724195","206.123.170.175","128.135.24.73","TLSv1.2","157","Application Data"
"1359","6.434934476","206.123.170.175","128.135.24.73","TLSv1.2","158","Application Data"
"1360","6.435721603","206.123.170.175","128.135.24.73","TLSv1.2","172","Application Data"
"1361","6.436089303","206.123.170.175","128.135.24.73","TLSv1.2","149","Application Data"
"1368","6.488977334","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=1534383 Ack=8376 Win=64128 Len=0"
"1369","6.489313845","128.135.24.73","206.123.170.175","TLSv1.2","567","Application Data"
"1370","6.489643656","128.135.24.73","206.123.170.175","TLSv1.2","1804","Application Data"
"1371","6.489661598","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1536646 Win=2976512 Len=0"
"1372","6.493766171","128.135.24.73","206.123.170.175","TLSv1.2","3929","Application Data"
"1373","6.493967715","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1540521 Win=2984320 Len=0"
"1374","6.494574831","128.135.24.73","206.123.170.175","TLSv1.2","1196","Application Data"
"1376","6.499480768","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1541663 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1377","6.499535018","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1547503 Win=2998912 Len=0"
"1378","6.499566138","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1547503 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1379","6.499575323","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1553343 Win=3010560 Len=0"
"1380","6.499623596","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1381","6.499623616","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1558076 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1382","6.499636765","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1558076 Win=3020032 Len=0"
"1383","6.499642086","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1563916 Win=3031808 Len=0"
"1384","6.499673720","128.135.24.73","206.123.170.175","TLSv1.2","2608","Application Data"
"1385","6.499690410","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8796 Ack=1566470 Win=3036800 Len=0"
"1389","6.504318393","206.123.170.175","128.135.24.73","TLSv1.2","156","Application Data"
"1390","6.504416595","206.123.170.175","128.135.24.73","TLSv1.2","154","Application Data"
"1391","6.504538625","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=1566470 Ack=8796 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1392","6.504560611","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8998 Ack=1569390 Win=3042688 Len=0"
"1393","6.504589402","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1569390 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1394","6.504596169","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8998 Ack=1575230 Win=3054336 Len=0"
"1395","6.504676343","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1396","6.504682972","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8998 Ack=1582883 Win=3069696 Len=0"
"1397","6.504724891","128.135.24.73","206.123.170.175","TLSv1.2","8302","Application Data"
"1398","6.504730113","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=8998 Ack=1591131 Win=3086208 Len=0"
"1399","6.505642862","206.123.170.175","128.135.24.73","TLSv1.2","157","Application Data"
"1400","6.505741311","206.123.170.175","128.135.24.73","TLSv1.2","152","Application Data"
"1401","6.508664961","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=1591131 Ack=8796 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1402","6.508781236","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1599891 Win=3103744 Len=0"
"1403","6.508861214","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1404","6.508861257","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1607544 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1405","6.508887420","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1607544 Win=3118976 Len=0"
"1406","6.508890746","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1613384 Win=3130240 Len=0"
"1407","6.508934400","128.135.24.73","206.123.170.175","TLSv1.2","6567","Application Data"
"1408","6.509045675","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1619897 Win=3130240 Len=0"
"1411","6.514266631","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1619897 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1412","6.514294029","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1625737 Win=3141760 Len=0"
"1413","6.514357223","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1414","6.514378204","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1636310 Win=3141760 Len=0"
"1415","6.514442335","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1636310 Ack=8796 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1416","6.514447227","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1640690 Win=3142784 Len=0"
"1417","6.514814057","128.135.24.73","206.123.170.175","TLSv1.2","8027","Application Data"
"1418","6.514844969","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1648663 Win=3142784 Len=0"
"1419","6.519389498","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1648663 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1420","6.519441738","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1654503 Ack=8796 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1421","6.519521220","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1658883 Win=3142784 Len=0"
"1422","6.519572845","128.135.24.73","206.123.170.175","TLSv1.2","6247","Application Data"
"1423","6.519572946","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1665076 Ack=8796 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1424","6.519618754","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1672376 Win=3142784 Len=0"
"1425","6.519682485","128.135.24.73","206.123.170.175","TLSv1.2","1002","Application Data"
"1426","6.522954384","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1673324 Ack=8796 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1427","6.523031893","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1428","6.523038503","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1680624 Win=3142784 Len=0"
"1429","6.523070053","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1689737 Win=3142784 Len=0"
"1430","6.523142285","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1689737 Ack=8796 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1431","6.523161774","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1694117 Win=3142784 Len=0"
"1432","6.523196792","128.135.24.73","206.123.170.175","TLSv1.2","8027","Application Data"
"1433","6.523222724","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1702090 Win=3142784 Len=0"
"1434","6.524095217","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1702090 Ack=8796 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1435","6.524149911","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1707930 Win=3142784 Len=0"
"1436","6.524208284","128.135.24.73","206.123.170.175","TLSv1.2","1746","Application Data"
"1437","6.524225443","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9199 Ack=1709622 Win=3142784 Len=0"
"1438","6.524294844","128.135.24.73","206.123.170.175","TLSv1.2","942","Application Data"
"1439","6.530351853","206.123.170.175","128.135.24.73","TLSv1.2","156","Application Data"
"1440","6.531373008","206.123.170.175","128.135.24.73","TLSv1.2","160","Application Data"
"1458","6.563869124","128.135.24.73","206.123.170.175","TCP","60","443  >  41816 [ACK] Seq=1710510 Ack=8998 Win=64128 Len=0"
"1461","6.564762041","128.135.24.73","206.123.170.175","TLSv1.2","5427","Application Data"
"1462","6.564900252","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1715883 Win=3142784 Len=0"
"1463","6.565251903","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1715883 Ack=9199 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1464","6.565268182","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1720263 Win=3142784 Len=0"
"1465","6.565311496","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1720263 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1466","6.565330606","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1727563 Win=3142784 Len=0"
"1467","6.565432076","128.135.24.73","206.123.170.175","TLSv1.2","4787","Application Data"
"1468","6.565456546","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1732296 Win=3142784 Len=0"
"1469","6.565541686","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=1732296 Ack=9199 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1470","6.565610373","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1733756 Ack=9199 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1471","6.565616326","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1738136 Win=3142784 Len=0"
"1472","6.565683527","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1473","6.565696300","128.135.24.73","206.123.170.175","TLSv1.2","249","Application Data"
"1474","6.565733426","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1748904 Win=3144704 Len=0"
"1475","6.566128598","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1476","6.566468746","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1477","6.566482409","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1478","6.566819850","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1479","6.567162125","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1480","6.567171588","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1481","6.567171623","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=1814686 Ack=9199 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1482","6.567515087","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1483","6.567535462","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1831099 Ack=9199 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1484","6.567848628","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1485","6.567862485","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1486","6.567862540","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1847577 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1487","6.568182106","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1488","6.568182144","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1863990 Ack=9199 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1489","6.568288549","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1869830 Win=3070464 Len=0"
"1490","6.568541704","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1491","6.568555160","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1880403 Win=3086464 Len=0"
"1492","6.568562059","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1493","6.568562106","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1880468 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1494","6.568841581","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1887768 Win=3095296 Len=0"
"1495","6.568895113","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1496","6.568895169","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1896881 Ack=9199 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1497","6.568910933","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1896881 Win=3101056 Len=0"
"1498","6.569083186","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1902721 Win=3097216 Len=0"
"1499","6.569233525","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1500","6.569245712","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1913294 Win=3137920 Len=0"
"1501","6.569256406","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1502","6.569256452","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1913359 Ack=9199 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1503","6.569407927","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1919199 Win=3144704 Len=0"
"1504","6.569511151","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1505","6.569527427","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=1929772 Ack=9199 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1506","6.569734303","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1934152 Win=3144704 Len=0"
"1507","6.569818365","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1508","6.569828320","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1509","6.569828354","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=1946250 Ack=9199 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1510","6.569834252","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1946185 Win=3136384 Len=0"
"1511","6.569879427","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9407 Ack=1949170 Win=3144704 Len=0"
"1512","6.569974643","206.123.170.175","128.135.24.73","TLSv1.2","152","Application Data"
"1513","6.570159908","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1514","6.570173917","128.135.24.73","206.123.170.175","TLSv1.2","7919","Application Data"
"1515","6.570207797","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=1970528 Win=3130240 Len=0"
"1516","6.570501342","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=1970528 Ack=9199 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1517","6.570512464","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=1976368 Win=3141760 Len=0"
"1518","6.570802410","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1519","6.570822283","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=1986941 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1520","6.570825701","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=1986941 Win=3144704 Len=0"
"1521","6.571073781","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1522","6.571073815","128.135.24.73","206.123.170.175","TLSv1.2","249","Application Data"
"1523","6.571102172","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2003549 Ack=9199 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1524","6.571279959","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2006469 Win=3131648 Len=0"
"1525","6.571362533","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1526","6.571380476","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2019962 Win=3136000 Len=0"
"1527","6.571712610","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1528","6.571737532","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1529","6.571737581","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2036440 Ack=9199 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1530","6.572064228","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1531","6.572165168","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2052853 Ack=9199 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1532","6.572225879","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2052853 Win=3117952 Len=0"
"1533","6.572334022","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2058693 Win=3132160 Len=0"
"1534","6.572366319","128.135.24.73","206.123.170.175","TLSv1.2","10627","Application Data"
"1535","6.572411909","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2069266 Win=3137920 Len=0"
"1536","6.572453580","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1537","6.572453612","128.135.24.73","206.123.170.175","TCP","8814","443  >  41816 [ACK] Seq=2069331 Ack=9199 Win=64128 Len=8760 [TCP segment of a reassembled PDU]"
"1538","6.572747629","128.135.24.73","206.123.170.175","TLSv1.2","7707","Application Data"
"1540","6.572747701","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2085744 Ack=9199 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1541","6.572999369","128.135.24.73","206.123.170.175","TLSv1.2","12087","Application Data"
"1542","6.573014749","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1543","6.573014783","128.135.24.73","206.123.170.175","TCP","2974","443  >  41816 [ACK] Seq=2102222 Ack=9199 Win=64128 Len=2920 [TCP segment of a reassembled PDU]"
"1544","6.573269357","128.135.24.73","206.123.170.175","TLSv1.2","13547","Application Data"
"1545","6.573287292","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2118635 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1546","6.573639571","128.135.24.73","206.123.170.175","TLSv1.2","3320","Application Data"
"1547","6.573979155","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1548","6.573994148","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2145614 Ack=9199 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1549","6.573999620","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2145614 Win=3082752 Len=0"
"1550","6.574034059","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2152914 Win=3091968 Len=0"
"1551","6.574179645","128.135.24.73","206.123.170.175","TLSv1.2","9167","Application Data"
"1552","6.574179674","128.135.24.73","206.123.170.175","TLSv1.2","248","Application Data"
"1553","6.574200143","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2162027 Win=3102592 Len=0"
"1554","6.574523888","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1555","6.574537134","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9505 Ack=2178634 Win=3121920 Len=0"
"1556","6.574764208","206.123.170.175","128.135.24.73","TLSv1.2","151","Application Data"
"1557","6.574860527","128.135.24.73","206.123.170.175","TLSv1.2","16467","Application Data"
"1558","6.574883224","128.135.24.73","206.123.170.175","TLSv1.2","119","Application Data"
"1559","6.574883263","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=2195112 Ack=9199 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1560","6.574893307","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9602 Ack=2195112 Win=3121920 Len=0"
"1561","6.575215944","128.135.24.73","206.123.170.175","TLSv1.2","10916","Application Data"
"1562","6.575234386","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9602 Ack=2207434 Win=3137920 Len=0"
"1565","6.578312143","206.123.170.175","128.135.24.73","TLSv1.2","159","Application Data"
"1569","6.579878211","206.123.170.175","128.135.24.73","TLSv1.2","162","Application Data"
"1579","6.590205405","128.135.24.73","206.123.170.175","TCP","5894","443  >  41816 [ACK] Seq=2207434 Ack=9301 Win=64128 Len=5840 [TCP segment of a reassembled PDU]"
"1580","6.590273922","128.135.24.73","206.123.170.175","TCP","7354","443  >  41816 [ACK] Seq=2213274 Ack=9301 Win=64128 Len=7300 [TCP segment of a reassembled PDU]"
"1581","6.590329863","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2220574 Win=3144704 Len=0"
"1582","6.590375498","128.135.24.73","206.123.170.175","TLSv1.2","3327","Application Data"
"1583","6.590393561","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2223847 Win=3144704 Len=0"
"1584","6.590432052","128.135.24.73","206.123.170.175","TCP","1514","443  >  41816 [ACK] Seq=2223847 Ack=9301 Win=64128 Len=1460 [TCP segment of a reassembled PDU]"
"1585","6.590525120","128.135.24.73","206.123.170.175","TCP","13194","443  >  41816 [ACK] Seq=2225307 Ack=9301 Win=64128 Len=13140 [TCP segment of a reassembled PDU]"
"1586","6.590647519","128.135.24.73","206.123.170.175","TLSv1.2","1867","Application Data"
"1587","6.590647542","128.135.24.73","206.123.170.175","TLSv1.2","247","Application Data"
"1588","6.590655199","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2238447 Win=3144704 Len=0"
"1589","6.590694676","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2240453 Win=3144704 Len=0"
"1590","6.590973651","128.135.24.73","206.123.170.175","TLSv1.2","11790","Application Data"
"1591","6.591032278","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2252189 Win=3144704 Len=0"
"1592","6.591092246","128.135.24.73","206.123.170.175","TCP","4434","443  >  41816 [ACK] Seq=2252189 Ack=9407 Win=64128 Len=4380 [TCP segment of a reassembled PDU]"
"1593","6.591108341","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2256569 Win=3144704 Len=0"
"1594","6.591468480","128.135.24.73","206.123.170.175","TLSv1.2","8425","Application Data"
"1595","6.591515861","206.123.170.175","128.135.24.73","TCP","54","41816  >  443 [ACK] Seq=9815 Ack=2264940 Win=3144704 Len=0"
